full_text,tokens,processed_text
sudah saatnya pendidikan indonesia beralih ke obe jangan ketinggalan sama negara tetangga yang sudah duluan,"['didik', 'indonesia', 'alih', 'obe', 'tinggal', 'negara', 'tetangga', 'duluan']",didik indonesia alih obe tinggal negara tetangga duluan
saya kurang setuju sama obe karena terlalu fokus ke hasil padahal proses belajar itu sama pentingnya,"['tuju', 'obe', 'fokus', 'hasil', 'proses', 'ajar']",tuju obe fokus hasil proses ajar
pusat pengembangan kurikulum ugm mengadakan pelatihan obe untuk guruguru sama sediy daftar sekarang,"['pusat', 'kembang', 'kurikulum', 'ugm', 'ada', 'latih', 'obe', 'guruguru', 'sediy', 'daftar']",pusat kembang kurikulum ugm ada latih obe guruguru sediy daftar
obe bikin murid hanya fokus ke nilai ujian bukan ke pemahaman materi ini mundur namanya,"['obe', 'bikin', 'murid', 'fokus', 'nilai', 'uji', 'paham', 'materi', 'mundur', 'nama']",obe bikin murid fokus nilai uji paham materi mundur nama
suka sekali sama konsep obe yang bikin jelas arah pembelajaran tidak ngambang seperti kurikulum lama,"['suka', 'konsep', 'obe', 'bikin', 'arah', 'ajar', 'ngambang', 'kurikulum']",suka konsep obe bikin arah ajar ngambang kurikulum
kemendikbud harus lebih serius sosialisasi obe jangan hanya lewat surat edaran atau webinar saja,"['kemendikbud', 'serius', 'sosialisasi', 'obe', 'surat', 'edar', 'webinar']",kemendikbud serius sosialisasi obe surat edar webinar
ingin tanya ada yang tau contoh konkret implementasi obe di kelas bahasa inggris masih bingung nih,"['tau', 'contoh', 'konkret', 'implementasi', 'obe', 'kelas', 'bahasa', 'inggris', 'bingung', 'nih']",tau contoh konkret implementasi obe kelas bahasa inggris bingung nih
universitas katolik atma jaya sukses terapkan obe dan jadi contoh buat kampus lain keren,"['universitas', 'katolik', 'atma', 'jaya', 'sukses', 'terap', 'obe', 'contoh', 'kampus', 'keren']",universitas katolik atma jaya sukses terap obe contoh kampus keren
nitttr chennai lagi ngadain workshop online tentang obe gratis buat pendidik dari indonesia,"['nitttr', 'chennai', 'ngadain', 'workshop', 'online', 'obe', 'gratis', 'didik', 'indonesia']",nitttr chennai ngadain workshop online obe gratis didik indonesia
outcomebased education itu kurikulum impor harusnya kita bikin kurikulum sendiri yang sesuai dengan budaya indonesia,"['outcomebased', 'education', 'kurikulum', 'impor', 'bikin', 'kurikulum', 'sesuai', 'budaya', 'indonesia']",outcomebased education kurikulum impor bikin kurikulum sesuai budaya indonesia
obe bikin saya jadi lebih jelas nentuin target pembelajaran di kelas tidak lagi asal ngajar tanpa arah,"['obe', 'bikin', 'nentuin', 'target', 'ajar', 'kelas', 'ngajar', 'arah']",obe bikin nentuin target ajar kelas ngajar arah
kenapa kurikulum kita harus ganti terus baru ngerti k13 sudah ganti lagi jadi obe pusing,"['kurikulum', 'ganti', 'ngerti', 'k13', 'ganti', 'obe', 'pusing']",kurikulum ganti ngerti k13 ganti obe pusing
fakultas kedokteran ugm sukses terapin obe sekarang lulusannya jadi lebih siap praktik di masyarakat,"['fakultas', 'dokter', 'ugm', 'sukses', 'terapin', 'obe', 'lulus', 'praktik', 'masyarakat']",fakultas dokter ugm sukses terapin obe lulus praktik masyarakat
obe itu cocoknya buat kampus kalau buat sekolah dasar sepertinya masih terlalu rumit implementasinya,"['obe', 'cocok', 'kampus', 'sekolah', 'dasar', 'rumit', 'implementasi']",obe cocok kampus sekolah dasar rumit implementasi
cari info ada tidak contoh silabus mata kuliah pemrograman yang sudah pakai pendekatan obe,"['cari', 'info', 'contoh', 'silabus', 'mata', 'kuliah', 'pemrograman', 'pakai', 'dekat', 'obe']",cari info contoh silabus mata kuliah pemrograman pakai dekat obe
garagara obe mahasiswa jadi stres mikirin outcomes yang harus mereka capai bukan ilmunya yang dipahami,"['garagara', 'obe', 'mahasiswa', 'stres', 'mikirin', 'outcomes', 'capai', 'ilmu', 'paham']",garagara obe mahasiswa stres mikirin outcomes capai ilmu paham
saya baru ngikutin workshop obe di kampus dan ternyata konsepnya masuk akal sekali buat diterapin,"['ngikutin', 'workshop', 'obe', 'kampus', 'konsep', 'masuk', 'akal', 'diterapin']",ngikutin workshop obe kampus konsep masuk akal diterapin
obe ini sebenernya bukan hal baru hanya dikemas ulang dengan istilah keren saja intinya sama fokus ke hasil pembelajaran,"['obe', 'sebenernya', 'kemas', 'ulang', 'istilah', 'keren', 'inti', 'fokus', 'hasil', 'ajar']",obe sebenernya kemas ulang istilah keren inti fokus hasil ajar
pendidikan berbasis hasil harusnya jadi standar semua kampus di indonesia tapi perlu transisi yang baik,"['didik', 'basis', 'hasil', 'standar', 'kampus', 'indonesia', 'transisi']",didik basis hasil standar kampus indonesia transisi
unair ngadain seminar obe untuk dosen dan mahasiswa pascasarjana kyknya bagus nih buat referensi penelitian,"['unair', 'ngadain', 'seminar', 'obe', 'dosen', 'mahasiswa', 'pascasarjana', 'kyknya', 'bagus', 'nih', 'referensi', 'teliti']",unair ngadain seminar obe dosen mahasiswa pascasarjana kyknya bagus nih referensi teliti
kalau ingin lihat contoh sukses implementasi obe coba lihat universitas teknologi malaysia keren sekali sistem mereka,"['lihat', 'contoh', 'sukses', 'implementasi', 'obe', 'coba', 'lihat', 'universitas', 'teknologi', 'malaysia', 'keren', 'sistem']",lihat contoh sukses implementasi obe coba lihat universitas teknologi malaysia keren sistem
guruguru di sekolah kami masih kesulitan bikin assessment yang cocok dengan prinsip obe ada yang bisa bantu,"['guruguru', 'sekolah', 'sulit', 'bikin', 'assessment', 'cocok', 'prinsip', 'obe', 'bantu']",guruguru sekolah sulit bikin assessment cocok prinsip obe bantu
obe bagus untuk pendidikan tinggi tapi kurang cocok buat pendidikan dasar yang masih butuh bermain sambil belajar,"['obe', 'bagus', 'didik', 'cocok', 'didik', 'dasar', 'butuh', 'main', 'ajar']",obe bagus didik cocok didik dasar butuh main ajar
unesco bakal ngadain workshop obe buat dosendosen indonesia bulan depan gratis daftar di website mereka,"['unesco', 'ngadain', 'workshop', 'obe', 'dosendosen', 'indonesia', 'gratis', 'daftar', 'website']",unesco ngadain workshop obe dosendosen indonesia gratis daftar website
setelah 1 tahun nerapin obe nilai ratarata mahasiswa saya naik 15 ini bukti kalau sistemnya berjalan baik,"['1', 'nerapin', 'obe', 'nilai', 'ratarata', 'mahasiswa', '15', 'bukti', 'sistem', 'jalan']",1 nerapin obe nilai ratarata mahasiswa 15 bukti sistem jalan
saya masih tidak yakin sama obe kesannya seperti pendidikan jadi industrialisasi saja mahasiswa jadi produk,"['obe', 'kesan', 'didik', 'industrialisasi', 'mahasiswa', 'produk']",obe kesan didik industrialisasi mahasiswa produk
universitas bina nusantara jadi pionir penerapan obe di indonesia bahkan sudah dapat sertifikasi internasional,"['universitas', 'bina', 'nusantara', 'pionir', 'terap', 'obe', 'indonesia', 'sertifikasi', 'internasional']",universitas bina nusantara pionir terap obe indonesia sertifikasi internasional
obe itu konsepnya bagus tapi jangan sampai kita lupa bahwa pendidikan juga harus membentuk karakter bukan hanya skill,"['obe', 'konsep', 'bagus', 'lupa', 'didik', 'bentuk', 'karakter', 'skill']",obe konsep bagus lupa didik bentuk karakter skill
ada yang tau tidak tool atau software buat ngebantu nyusun kurikulum berbasis obe susah sekali kalau manual,"['tau', 'tool', 'software', 'ngebantu', 'nyusun', 'kurikulum', 'basis', 'obe', 'susah', 'manual']",tau tool software ngebantu nyusun kurikulum basis obe susah manual
menurut survey terbaru 70 mahasiswa lebih puas dengan sistem pembelajaran berbasis hasil menarik ya,"['survey', 'baru', '70', 'mahasiswa', 'puas', 'sistem', 'ajar', 'basis', 'hasil', 'tarik', 'ya']",survey baru 70 mahasiswa puas sistem ajar basis hasil tarik ya
kemenristekdikti harusnya bikin pedoman yang lebih jelas tentang implementasi obe di perguruan tinggi,"['kemenristekdikti', 'bikin', 'pedoman', 'implementasi', 'obe', 'guru']",kemenristekdikti bikin pedoman implementasi obe guru
obe bikin mahasiswa lebih tau arah kuliah mereka skill apa yang bakal didapat dan prospek kerjanya gimana,"['obe', 'bikin', 'mahasiswa', 'tau', 'arah', 'kuliah', 'skill', 'prospek', 'kerja', 'gimana']",obe bikin mahasiswa tau arah kuliah skill prospek kerja gimana
capek tiap tahun ganti sistem pendidikan guruguru jadi korban eksperimen terus kasian mereka,"['capek', 'ganti', 'sistem', 'didik', 'guruguru', 'korban', 'eksperimen', 'kasi']",capek ganti sistem didik guruguru korban eksperimen kasi
menurut saya implementasi obe di indonesia masih setengahsetengah banyak kampus hanya ganti format silabus saja,"['implementasi', 'obe', 'indonesia', 'setengahsetengah', 'kampus', 'ganti', 'format', 'silabus']",implementasi obe indonesia setengahsetengah kampus ganti format silabus
workshop obe di kampus kami kemarin seru sekali jadi tau cara bikin learning outcomes yang smart,"['workshop', 'obe', 'kampus', 'kemarin', 'seru', 'tau', 'bikin', 'learning', 'outcomes', 'smart']",workshop obe kampus kemarin seru tau bikin learning outcomes smart
pendidikan berbasis hasil harusnya dilengkapi dengan infrastruktur memadai jangan hanya konsep saja yang bagus,"['didik', 'basis', 'hasil', 'lengkap', 'infrastruktur', 'pada', 'konsep', 'bagus']",didik basis hasil lengkap infrastruktur pada konsep bagus
obe itu berarti mahasiswa harus jelas tau ingin jadi apa setelah lulus skill apa yang harus dikuasai,"['obe', 'mahasiswa', 'tau', 'lulus', 'skill', 'asai']",obe mahasiswa tau lulus skill asai
unej bakal ngadain symposium nasional tentang obe minggu depan pembicara dari dalam dan luar negeri buruan daftar,"['unej', 'ngadain', 'symposium', 'nasional', 'obe', 'minggu', 'bicara', 'negeri', 'buru', 'daftar']",unej ngadain symposium nasional obe minggu bicara negeri buru daftar
setelah terapin obe feedback dari industri tentang lulusan kami jadi lebih positif worth it usahanya,"['terapin', 'obe', 'feedback', 'industri', 'lulus', 'positif', 'worth', 'it', 'usaha']",terapin obe feedback industri lulus positif worth it usaha
kalau obe ingin sukses di indonesia mindset tenaga pengajar harus diubah dulu susah kalau masih pakai cara lama,"['obe', 'sukses', 'indonesia', 'mindset', 'tenaga', 'ajar', 'ubah', 'susah', 'pakai']",obe sukses indonesia mindset tenaga ajar ubah susah pakai
webinar gratis implementasi obe dalam pembelajaran daring besok jam 3 sore link daftar di bio ya,"['webinar', 'gratis', 'implementasi', 'obe', 'ajar', 'daring', 'besok', 'jam', '3', 'sore', 'link', 'daftar', 'bio', 'ya']",webinar gratis implementasi obe ajar daring besok jam 3 sore link daftar bio ya
kurikulum berbasis hasil itu sebenernya sederhana tentuin dulu ingin mahasiswa jadi apa baru susun materinya,"['kurikulum', 'basis', 'hasil', 'sebenernya', 'sederhana', 'tentuin', 'mahasiswa', 'susun', 'materi']",kurikulum basis hasil sebenernya sederhana tentuin mahasiswa susun materi
saya sudah nerapin obe di kelas selama setahun dan bisa dibilang mahasiswa jadi lebih termotivasi untuk belajar,"['nerapin', 'obe', 'kelas', 'tahun', 'bilang', 'mahasiswa', 'motivasi', 'ajar']",nerapin obe kelas tahun bilang mahasiswa motivasi ajar
obe ini idenya dari negara kapitalis jadi pendidikan hanya jadi ladang produksi tenaga kerja saja,"['obe', 'ide', 'negara', 'kapitalis', 'didik', 'ladang', 'produksi', 'tenaga', 'kerja']",obe ide negara kapitalis didik ladang produksi tenaga kerja
itb sudah bikin aplikasi khusus untuk monitoring dan evaluasi obe membantu sekali buat dosendosen,"['itb', 'bikin', 'aplikasi', 'khusus', 'monitoring', 'evaluasi', 'obe', 'bantu', 'dosendosen']",itb bikin aplikasi khusus monitoring evaluasi obe bantu dosendosen
obe bagus kok tapi jangan dipaksain masingmasing disiplin ilmu punya keunikan cara belajarnya,"['obe', 'bagus', 'dipaksain', 'masingmasing', 'disiplin', 'ilmu', 'uni', 'ajar']",obe bagus dipaksain masingmasing disiplin ilmu uni ajar
undip ngadain pelatihan implementasi obe buat guruguru sama lumayan buat persiapan siswa sebelum kuliah,"['undip', 'ngadain', 'latih', 'implementasi', 'obe', 'guruguru', 'lumayan', 'siap', 'siswa', 'kuliah']",undip ngadain latih implementasi obe guruguru lumayan siap siswa kuliah
obe harusnya bikin pendidikan lebih relevan dengan kebutuhan industri tapi tetep harus ada balance,"['obe', 'bikin', 'didik', 'relevan', 'butuh', 'industri', 'tetep', 'balance']",obe bikin didik relevan butuh industri tetep balance
ingin konsultasi tentang penerapan obe di kelas bahasa asing ada yang punya pengalaman dm saja ya,"['konsultasi', 'terap', 'obe', 'kelas', 'bahasa', 'asing', 'alam', 'dm', 'ya']",konsultasi terap obe kelas bahasa asing alam dm ya
menteri pendidikan bilang semua kampus harus terapin obe paling lambat 2026 siapsiap ya gaes,"['menteri', 'didik', 'bilang', 'kampus', 'terapin', 'obe', 'lambat', '2026', 'siapsiap', 'ya', 'gaes']",menteri didik bilang kampus terapin obe lambat 2026 siapsiap ya gaes
obe itu seperti peta nunjukin jalan yang harus ditempuh mahasiswa buat nyampe ke tujuan akhir kuliah,"['obe', 'peta', 'nunjukin', 'jalan', 'tempuh', 'mahasiswa', 'nyampe', 'tuju', 'kuliah']",obe peta nunjukin jalan tempuh mahasiswa nyampe tuju kuliah
menurut survei 65 dosen masih kesulitan bikin assessment yang sesuai obe butuh pelatihan lebih banyak nih,"['survei', '65', 'dosen', 'sulit', 'bikin', 'assessment', 'sesuai', 'obe', 'butuh', 'latih', 'nih']",survei 65 dosen sulit bikin assessment sesuai obe butuh latih nih
bagus obe tapi tetep saja yang penting pengajarnya percuma sistem bagus kalau gurunya tidak kompeten,"['bagus', 'obe', 'tetep', 'ajar', 'sistem', 'bagus', 'guru', 'kompeten']",bagus obe tetep ajar sistem bagus guru kompeten
unair mengundang pakar obe dari australia buat ngasih workshop ke dosendosen keren sekali,"['unair', 'undang', 'pakar', 'obe', 'australia', 'ngasih', 'workshop', 'dosendosen', 'keren']",unair undang pakar obe australia ngasih workshop dosendosen keren
saya rasa obe terlalu fokus ke skill praktis padahal pendidikan juga harusnya ngajarin cara berpikir,"['obe', 'fokus', 'skill', 'praktis', 'didik', 'ngajarin', 'pikir']",obe fokus skill praktis didik ngajarin pikir
fakultas ekonomi ui sukses nerapin obe dan bikin lulusannya makin diminati perusahaan ada rahasianya nih,"['fakultas', 'ekonomi', 'ui', 'sukses', 'nerapin', 'obe', 'bikin', 'lulus', 'mati', 'usaha', 'rahasia', 'nih']",fakultas ekonomi ui sukses nerapin obe bikin lulus mati usaha rahasia nih
obe bikin mahasiswa jadi lebih aktif di kelas soalnya mereka tau kenapa mereka harus belajar materi tertentu,"['obe', 'bikin', 'mahasiswa', 'aktif', 'kelas', 'tau', 'ajar', 'materi']",obe bikin mahasiswa aktif kelas tau ajar materi
dengerdenger kemdikbud bakal kasih dana khusus buat kampus yang ingin implementasi obe bener tidak ya,"['dengerdenger', 'kemdikbud', 'kasih', 'dana', 'khusus', 'kampus', 'implementasi', 'obe', 'bener', 'ya']",dengerdenger kemdikbud kasih dana khusus kampus implementasi obe bener ya
kalau obe ingin berhasil infrastruktur pendidikan harus diperbaiki dulu jangan asal ikut tren,"['obe', 'hasil', 'infrastruktur', 'didik', 'baik', 'tren']",obe hasil infrastruktur didik baik tren
univ padjadjaran ngadain lomba inovasi pembelajaran berbasis obe tingkat nasional siapa ingin ikutan,"['univ', 'padjadjaran', 'ngadain', 'lomba', 'inovasi', 'ajar', 'basis', 'obe', 'tingkat', 'nasional', 'ikut']",univ padjadjaran ngadain lomba inovasi ajar basis obe tingkat nasional ikut
obe itu seperti masak hasil akhirnya sudah direncanain dulu baru cari bahan dan resepnya logis kan,"['obe', 'masak', 'hasil', 'direncanain', 'cari', 'bahan', 'resep', 'logis']",obe masak hasil direncanain cari bahan resep logis
implementasi obe di kampus kami masih setengah jalan banyak dosen senior yang resist perubahan,"['implementasi', 'obe', 'kampus', 'jalan', 'dosen', 'senior', 'resist', 'ubah']",implementasi obe kampus jalan dosen senior resist ubah
its bakal ngadain pelatihan obe gratis buat guruguru smk sejawa timur kesempatan bagus nih,"['its', 'ngadain', 'latih', 'obe', 'gratis', 'guruguru', 'smk', 'sejawa', 'timur', 'sempat', 'bagus', 'nih']",its ngadain latih obe gratis guruguru smk sejawa timur sempat bagus nih
menurut pengalaman saya obe itu bikin perencanaan pembelajaran jadi lebih terstruktur dan terarah,"['alam', 'obe', 'bikin', 'rencana', 'ajar', 'struktur', 'arah']",alam obe bikin rencana ajar struktur arah
pendidikan berbasis hasil itu konsepnya sederhana tapi implementasinya butuh effort besar,"['didik', 'basis', 'hasil', 'konsep', 'sederhana', 'implementasi', 'butuh', 'effort']",didik basis hasil konsep sederhana implementasi butuh effort
obe itu oke asal jangan kebablasan sampai pendidikan jadi seperti pabrik yang hanya produksi skill tertentu saja,"['obe', 'oke', 'bablas', 'didik', 'pabrik', 'produksi', 'skill']",obe oke bablas didik pabrik produksi skill
universitas airlangga jadi host konferensi internasional tentang obe bulan depan ada yang ikutan,"['universitas', 'airlangga', 'host', 'konferensi', 'internasional', 'obe', 'ikut']",universitas airlangga host konferensi internasional obe ikut
saya sudah cobain obe di kelas programming dan ternyata mahasiswa jadi lebih paham logika coding,"['cobain', 'obe', 'kelas', 'programming', 'mahasiswa', 'paham', 'logika', 'coding']",cobain obe kelas programming mahasiswa paham logika coding
obe ini hanya jargon baru prakteknya sama saja dengan kurikulum yang udahudah mutermuter saja,"['obe', 'jargon', 'praktek', 'kurikulum', 'udahudah', 'mutermuter']",obe jargon praktek kurikulum udahudah mutermuter
butuh referensi tentang implementasi obe di pendidikan dasar ada yang bisa sharing pengalaman,"['butuh', 'referensi', 'implementasi', 'obe', 'didik', 'dasar', 'sharing', 'alam']",butuh referensi implementasi obe didik dasar sharing alam
setelah nerapin obe rapat jurusan jadi lebih terarah karena tujuan pembelajaran sudah jelas,"['nerapin', 'obe', 'rapat', 'jurus', 'arah', 'tuju', 'ajar']",nerapin obe rapat jurus arah tuju ajar
seminar online obe untuk pendidikan vokasi besok jam 7 malam link di bio free certificate,"['seminar', 'online', 'obe', 'didik', 'vokasi', 'besok', 'jam', '7', 'malam', 'link', 'bio', 'free', 'certificate']",seminar online obe didik vokasi besok jam 7 malam link bio free certificate
masih bingung bedanya obe sama kurikulum biasa sepertinya hanya beda packaging saja,"['bingung', 'beda', 'obe', 'kurikulum', 'beda', 'packaging']",bingung beda obe kurikulum beda packaging
fakultas teknik ugm mengadopsi obe secara penuh tahun ini semoga hasilnya sesuai ekspektasi,"['fakultas', 'teknik', 'ugm', 'adopsi', 'obe', 'penuh', 'moga', 'hasil', 'sesuai', 'ekspektasi']",fakultas teknik ugm adopsi obe penuh moga hasil sesuai ekspektasi
obe bikin mahasiswa jadi tau standar kompetensi industri jadi pas lulus sudah siap kerja,"['obe', 'bikin', 'mahasiswa', 'tau', 'standar', 'kompetensi', 'industri', 'pas', 'lulus', 'kerja']",obe bikin mahasiswa tau standar kompetensi industri pas lulus kerja
kurikulum berbasis hasil itu ibarat gps nunjukin jalan terbaik buat nyampe ke tujuan pendidikan,"['kurikulum', 'basis', 'hasil', 'gps', 'nunjukin', 'jalan', 'baik', 'nyampe', 'tuju', 'didik']",kurikulum basis hasil gps nunjukin jalan baik nyampe tuju didik
unpad berhasil implementasi obe dan tingkatkan kualitas lulusan sampaisampai banyak kampus lain yang studi banding,"['unpad', 'hasil', 'implementasi', 'obe', 'tingkat', 'kualitas', 'lulus', 'sampaisampai', 'kampus', 'studi', 'banding']",unpad hasil implementasi obe tingkat kualitas lulus sampaisampai kampus studi banding
pakai obe itu sebenernya gampang yang susah itu ngubah mindset dosen yang sudah puluhan tahun ngajar cara lama,"['pakai', 'obe', 'sebenernya', 'gampang', 'susah', 'ngubah', 'mindset', 'dosen', 'puluh', 'ngajar']",pakai obe sebenernya gampang susah ngubah mindset dosen puluh ngajar
kemenristekdikti mewajibkan semua kampus terapkan obe mulai 2025 ada yang sudah siap,"['kemenristekdikti', 'wajib', 'kampus', 'terap', 'obe', '2025']",kemenristekdikti wajib kampus terap obe 2025
obe memang bagus tapi jangan sampai mahasiswa hanya fokus ke hasil akhir dan lupa menikmati proses belajar,"['obe', 'bagus', 'mahasiswa', 'fokus', 'hasil', 'lupa', 'nikmat', 'proses', 'ajar']",obe bagus mahasiswa fokus hasil lupa nikmat proses ajar
workshop penyusunan kurikulum obe di kampus kami kemarin super helpful sekarang tinggal implementasi,"['workshop', 'susun', 'kurikulum', 'obe', 'kampus', 'kemarin', 'super', 'helpful', 'tinggal', 'implementasi']",workshop susun kurikulum obe kampus kemarin super helpful tinggal implementasi
pendidikan berbasis hasil harusnya jadi solusi gap antara kampus dan industri tapi masih banyak pr,"['didik', 'basis', 'hasil', 'solusi', 'gap', 'kampus', 'industri', 'pr']",didik basis hasil solusi gap kampus industri pr
obe itu simple tentuin ingin mahasiswa jadi apa lalu susun kurikulum yang bisa mencapai itu,"['obe', 'simple', 'tentuin', 'mahasiswa', 'susun', 'kurikulum', 'capai']",obe simple tentuin mahasiswa susun kurikulum capai
universitas brawijaya sukses terapkan obe di semua fakultas prestasinya jadi makin moncer,"['universitas', 'brawijaya', 'sukses', 'terap', 'obe', 'fakultas', 'prestasi', 'moncer']",universitas brawijaya sukses terap obe fakultas prestasi moncer
saya sebagai guru masih bingung cara assess murid dengan metode obe ada yang bisa bantu,"['guru', 'bingung', 'assess', 'murid', 'metode', 'obe', 'bantu']",guru bingung assess murid metode obe bantu
menurut penelitian terbaru implementasi obe bisa naikan employability rate lulusan sampai 30 wow,"['teliti', 'baru', 'implementasi', 'obe', 'naik', 'employability', 'rate', 'lulus', '30', 'wow']",teliti baru implementasi obe naik employability rate lulus 30 wow
obe ini kurikulum import harusnya kita sesuaikan dengan konteks lokal indonesia yang beragam,"['obe', 'kurikulum', 'import', 'sesuai', 'konteks', 'lokal', 'indonesia', 'agam']",obe kurikulum import sesuai konteks lokal indonesia agam
implementasi obe di kampus swasta ternyata lebih cepat daripada kampus negeri kenapa ya,"['implementasi', 'obe', 'kampus', 'swasta', 'cepat', 'kampus', 'negeri', 'ya']",implementasi obe kampus swasta cepat kampus negeri ya
salam pendidik ada yang punya template silabus berbasis obe buat mata kuliah matematika,"['salam', 'didik', 'template', 'silabus', 'basis', 'obe', 'mata', 'kuliah', 'matematika']",salam didik template silabus basis obe mata kuliah matematika
obe sebenernya sudah lama ada hanya baru sekarang jadi mandatory buat semua kampus di indonesia,"['obe', 'sebenernya', 'mandatory', 'kampus', 'indonesia']",obe sebenernya mandatory kampus indonesia
jangan lihat obe sebagai beban tambahan tapi sebagai kesempatan memperbaiki kualitas pendidikan kita,"['lihat', 'obe', 'beban', 'tambah', 'sempat', 'baik', 'kualitas', 'didik']",lihat obe beban tambah sempat baik kualitas didik
bagi yang masih bingung sama obe kampus kami ngadain workshop gratis bulan depan dm untuk info,"['bingung', 'obe', 'kampus', 'ngadain', 'workshop', 'gratis', 'dm', 'info']",bingung obe kampus ngadain workshop gratis dm info
setelah nerapin obe nilai ujian nasional siswa kami naik signifikan ada korelasi positif nih,"['nerapin', 'obe', 'nilai', 'uji', 'nasional', 'siswa', 'signifikan', 'korelasi', 'positif', 'nih']",nerapin obe nilai uji nasional siswa signifikan korelasi positif nih
menurut saya obe terlalu fokus ke performa dan kurang menghargai kreativitas dalam pendidikan,"['obe', 'fokus', 'performa', 'harga', 'kreativitas', 'didik']",obe fokus performa harga kreativitas didik
itb luncurkan pedoman implementasi obe untuk semua ptn di indonesia bisa didownload gratis,"['itb', 'luncur', 'pedoman', 'implementasi', 'obe', 'ptn', 'indonesia', 'didownload', 'gratis']",itb luncur pedoman implementasi obe ptn indonesia didownload gratis
obe itu keren kok bikin dosen tidak lagi asal ngajar tanpa tau ingin bawa mahasiswa kemana,"['obe', 'keren', 'bikin', 'dosen', 'ngajar', 'tau', 'bawa', 'mahasiswa', 'mana']",obe keren bikin dosen ngajar tau bawa mahasiswa mana
unhas mengadakan pelatihan obe untuk dosendosen seindonesia timur kesempatan bagus buat merata,"['unhas', 'ada', 'latih', 'obe', 'dosendosen', 'indonesia', 'timur', 'sempat', 'bagus', 'rata']",unhas ada latih obe dosendosen indonesia timur sempat bagus rata
pakai sistem obe ternyata bikin persiapan mengajar jadi lebih lama tapi hasilnya worth it sekali,"['pakai', 'sistem', 'obe', 'bikin', 'siap', 'ajar', 'hasil', 'worth', 'it']",pakai sistem obe bikin siap ajar hasil worth it
butuh bantuan bikin rubrik penilaian yang sesuai prinsip obe ada rekomendasi template,"['butuh', 'bantu', 'bikin', 'rubrik', 'nilai', 'sesuai', 'prinsip', 'obe', 'rekomendasi', 'template']",butuh bantu bikin rubrik nilai sesuai prinsip obe rekomendasi template
obe menurut saya bagus asal penerapannya tidak kaku dan tetap menghargai keunikan tiap siswa,"['obe', 'bagus', 'terap', 'kaku', 'harga', 'uni', 'siswa']",obe bagus terap kaku harga uni siswa
universitas pendidikan indonesia jadi pioneer obe di bidang keguruan keren sekali hasilnya,"['universitas', 'didik', 'indonesia', 'pioneer', 'obe', 'bidang', 'guru', 'keren', 'hasil']",universitas didik indonesia pioneer obe bidang guru keren hasil
saya sudah 3 tahun nerapin obe dan bisa dibilang mahasiswa jauh lebih siap kerja setelah lulus,"['3', 'nerapin', 'obe', 'bilang', 'mahasiswa', 'kerja', 'lulus']",3 nerapin obe bilang mahasiswa kerja lulus
obe ini bukannya bagus ya kenapa masih banyak yang resist padahal konsepnya masuk akal,"['obe', 'bagus', 'ya', 'resist', 'konsep', 'masuk', 'akal']",obe bagus ya resist konsep masuk akal
ada yang tau lembaga yang nyediain pelatihan obe untuk dosen kampus kami lagi butuh,"['tau', 'lembaga', 'nyediain', 'latih', 'obe', 'dosen', 'kampus', 'butuh']",tau lembaga nyediain latih obe dosen kampus butuh
setelah setahun implementasi obe feedback dari stakeholder industri jadi jauh lebih positif,"['tahun', 'implementasi', 'obe', 'feedback', 'stakeholder', 'industri', 'positif']",tahun implementasi obe feedback stakeholder industri positif
obe itu ibarat resep masak hasil akhirnya sudah kebayang dulu baru mikirin cara masaknya,"['obe', 'resep', 'masak', 'hasil', 'bayang', 'mikirin', 'masak']",obe resep masak hasil bayang mikirin masak
binus mengadopsi obe sejak 5 tahun lalu dan jadi role model implementasi kurikulum berbasis hasil,"['bus', 'adopsi', 'obe', '5', 'role', 'model', 'implementasi', 'kurikulum', 'basis', 'hasil']",bus adopsi obe 5 role model implementasi kurikulum basis hasil
banyak kampus yang claim sudah pakai obe tapi kalau diliat prakteknya masih seperti kurikulum lama,"['kampus', 'claim', 'pakai', 'obe', 'liat', 'praktek', 'kurikulum']",kampus claim pakai obe liat praktek kurikulum
obe ini sebenernya lebih cocok buat pendidikan vokasi soalnya langsung ke practical skills,"['obe', 'sebenernya', 'cocok', 'didik', 'vokasi', 'langsung', 'practical', 'skills']",obe sebenernya cocok didik vokasi langsung practical skills
webinar internasional obe in higher education besok jam 9 pagi pembicara dari oxford university,"['webinar', 'internasional', 'obe', 'in', 'higher', 'education', 'besok', 'jam', '9', 'pagi', 'bicara', 'oxford', 'university']",webinar internasional obe in higher education besok jam 9 pagi bicara oxford university
pendidikan berbasis hasil itu harusnya menjembatani gap antara akademik dan kebutuhan masyarakat,"['didik', 'basis', 'hasil', 'jembatan', 'gap', 'akademik', 'butuh', 'masyarakat']",didik basis hasil jembatan gap akademik butuh masyarakat
obe bikin saya sebagai dosen jadi lebih tau arah ngajar tidak hanya nurutin urutan bab di buku,"['obe', 'bikin', 'dosen', 'tau', 'arah', 'ngajar', 'nurutin', 'urut', 'bab', 'buku']",obe bikin dosen tau arah ngajar nurutin urut bab buku
fakultas kedokteran unair sukses terapkan obe dan jadi benchmark buat fakultas kesehatan lain,"['fakultas', 'dokter', 'unair', 'sukses', 'terap', 'obe', 'benchmark', 'fakultas', 'sehat']",fakultas dokter unair sukses terap obe benchmark fakultas sehat
